ID_Origen,ID_Destino,Costo,Via
B_37,I_63,477,Via Principal
I_28,I_64,785,Via Principal
C_46,I_65,300,Via Principal
C_72,I_66,931,Via Principal
D_20,I_67,564,Via Principal
F_2,I_68,936,Via Principal
I_42,I_69,88,Via Principal
D_19,I_70,589,Via Principal
G_64,I_71,798,Via Principal
F_24,I_72,704,Via Principal
D_85,I_73,782,Via Principal
H_83,I_74,638,Via Principal
G_95,I_75,1020,Via Principal
G_45,I_76,201,Via Principal
I_60,I_77,228,Via Principal
E_84,I_78,1191,Via Principal
E_78,I_79,860,Via Principal
I_1,I_80,1511,Via Principal
C_61,I_81,347,Via Principal
H_58,I_82,308,Via Principal
B_42,I_83,926,Via Principal
B_15,I_84,443,Via Principal
B_12,I_85,966,Via Principal
H_85,I_86,795,Via Principal
H_69,I_87,390,Via Principal
A_24,I_88,1300,Via Principal
E_9,I_89,1315,Via Principal
A_25,I_90,1200,Via Principal
E_55,I_91,420,Via Principal
I_73,I_92,555,Via Principal
G_68,I_93,908,Via Principal
D_75,I_94,1266,Via Principal
I_83,I_95,789,Via Principal
H_31,I_96,402,Via Principal
G_14,I_97,739,Via Principal
B_57,I_98,250,Via Principal
E_80,I_99,911,Via Principal
G_18,I_100,319,Via Principal
C_44,J_1,917,Via Principal
G_96,J_2,954,Via Principal
A_14,J_3,687,Via Principal
F_9,J_4,723,Via Principal
J_3,J_5,971,Via Principal
D_11,J_6,656,Via Principal
A_1,J_7,984,Via Principal
D_27,J_8,695,Via Principal
D_19,J_9,236,Via Principal
A_43,J_10,757,Via Principal
E_51,J_11,919,Via Principal
I_32,J_12,527,Via Principal
B_17,J_13,500,Via Principal
G_97,J_14,535,Via Principal
H_22,J_15,463,Via Principal
A_75,J_16,646,Via Principal
G_35,J_17,1211,Via Principal
B_43,J_18,218,Via Principal
B_72,J_19,405,Via Principal
I_61,J_20,528,Via Principal
A_90,J_21,767,Via Principal
F_11,J_22,575,Via Principal
C_63,J_23,575,Via Principal
I_91,J_24,242,Via Principal
I_4,J_25,224,Via Principal
E_58,J_26,837,Via Principal
B_35,J_27,1119,Via Principal
E_76,J_28,469,Via Principal
H_18,J_29,405,Via Principal
C_9,J_30,881,Via Principal
B_23,J_31,674,Via Principal
F_70,J_32,428,Via Principal
E_27,J_33,165,Via Principal
E_37,J_34,1071,Via Principal
C_66,J_35,464,Via Principal
H_64,J_36,678,Via Principal
H_51,J_37,738,Via Principal
C_8,J_38,459,Via Principal
I_41,J_39,142,Via Principal
A_3,J_40,377,Via Principal
H_75,J_41,471,Via Principal
E_66,J_42,613,Via Principal
D_88,J_43,759,Via Principal
J_12,J_44,848,Via Principal
I_12,J_45,386,Via Principal
F_7,J_46,1017,Via Principal
D_28,J_47,839,Via Principal
I_56,J_48,926,Via Principal
I_41,J_49,838,Via Principal
J_41,J_50,549,Via Principal
J_35,J_51,693,Via Principal
B_62,J_52,473,Via Principal
H_22,J_53,1272,Via Principal
F_10,J_54,632,Via Principal
A_71,J_55,83,Via Principal
F_49,J_56,868,Via Principal
I_30,J_57,440,Via Principal
B_14,J_58,1019,Via Principal
E_21,J_59,744,Via Principal
C_8,J_60,697,Via Principal
B_65,J_61,421,Via Principal
F_28,J_62,577,Via Principal
I_47,J_63,953,Via Principal
H_73,J_64,1421,Via Principal
H_15,J_65,399,Via Principal
B_11,J_66,1120,Via Principal
D_40,J_67,625,Via Principal
F_46,J_68,673,Via Principal
F_83,J_69,1015,Via Principal
I_49,J_70,25,Via Principal
A_77,J_71,557,Via Principal
E_10,J_72,399,Via Principal
I_12,J_73,440,Via Principal
C_14,J_74,404,Via Principal
F_53,J_75,662,Via Principal
H_91,J_76,289,Via Principal
G_95,J_77,401,Via Principal
E_34,J_78,184,Via Principal
F_54,J_79,641,Via Principal
F_77,J_80,343,Via Principal
B_36,J_81,1203,Via Principal
H_3,J_82,1127,Via Principal
A_52,J_83,165,Via Principal
C_25,J_84,685,Via Principal
A_71,J_85,791,Via Principal
E_89,J_86,1220,Via Principal
I_26,J_87,1045,Via Principal
H_14,J_88,619,Via Principal
A_40,J_89,545,Via Principal
A_22,J_90,580,Via Principal
A_32,J_91,914,Via Principal
D_82,J_92,1022,Via Principal
C_28,J_93,1496,Via Principal
B_12,J_94,537,Via Principal
D_36,J_95,362,Via Principal
E_63,J_96,829,Via Principal
D_82,J_97,64,Via Principal
H_62,J_98,85,Via Principal
C_87,J_99,405,Via Principal
I_25,J_100,1179,Via Principal
D_89,K_1,185,Via Principal
B_75,K_2,124,Via Principal
D_86,K_3,887,Via Principal
J_50,K_4,1087,Via Principal
E_73,K_5,366,Via Principal
E_100,K_6,268,Via Principal
J_95,K_7,714,Via Principal
I_54,K_8,1034,Via Principal
D_36,K_9,496,Via Principal
D_65,K_10,1117,Via Principal
H_69,K_11,871,Via Principal
J_72,K_12,804,Via Principal
G_84,K_13,165,Via Principal
B_99,K_14,114,Via Principal
E_23,K_15,983,Via Principal
G_64,K_16,529,Via Principal
J_22,K_17,430,Via Principal
H_74,K_18,1212,Via Principal
J_50,K_19,798,Via Principal
B_87,K_20,815,Via Principal
B_25,K_21,701,Via Principal
A_12,K_22,927,Via Principal
I_12,K_23,802,Via Principal
B_2,K_24,1427,Via Principal
J_75,K_25,133,Via Principal
A_29,K_26,641,Via Principal
H_24,K_27,473,Via Principal
F_24,K_28,628,Via Principal
A_60,K_29,627,Via Principal
J_3,K_30,797,Via Principal
C_27,K_31,238,Via Principal
H_80,K_32,1030,Via Principal
E_56,K_33,852,Via Principal
D_63,K_34,1082,Via Principal
E_25,K_35,1154,Via Principal
F_6,K_36,481,Via Principal
D_6,K_37,1146,Via Principal
H_75,K_38,195,Via Principal
E_46,K_39,940,Via Principal
G_79,K_40,50,Via Principal
G_21,K_41,893,Via Principal
A_15,K_42,309,Via Principal
F_62,K_43,377,Via Principal
C_70,K_44,902,Via Principal
K_13,K_45,1127,Via Principal
I_71,K_46,208,Via Principal
H_45,K_47,725,Via Principal
H_3,K_48,435,Via Principal
C_53,K_49,828,Via Principal
A_52,K_50,276,Via Principal
B_13,K_51,904,Via Principal
B_65,K_52,513,Via Principal
H_22,K_53,973,Via Principal
G_37,K_54,1436,Via Principal
B_26,K_55,796,Via Principal
I_29,K_56,1385,Via Principal
F_15,K_57,631,Via Principal
A_69,K_58,1014,Via Principal
F_61,K_59,481,Via Principal
J_35,K_60,818,Via Principal
B_64,K_61,750,Via Principal
G_20,K_62,931,Via Principal
F_73,K_63,504,Via Principal
C_79,K_64,41,Via Principal
J_90,K_65,707,Via Principal
D_1,K_66,843,Via Principal
F_81,K_67,95,Via Principal
C_40,K_68,237,Via Principal
E_37,K_69,665,Via Principal
A_95,K_70,1074,Via Principal
E_45,K_71,935,Via Principal
I_3,K_72,1146,Via Principal
D_7,K_73,821,Via Principal
H_64,K_74,403,Via Principal
I_70,K_75,704,Via Principal
G_27,K_76,305,Via Principal
E_99,K_77,577,Via Principal
H_29,K_78,150,Via Principal
A_64,K_79,825,Via Principal
F_88,K_80,567,Via Principal
G_60,K_81,165,Via Principal
H_63,K_82,1283,Via Principal
J_85,K_83,764,Via Principal
F_65,K_84,349,Via Principal
E_6,K_85,818,Via Principal
F_87,K_86,337,Via Principal
C_66,K_87,588,Via Principal
E_50,K_88,373,Via Principal
K_43,K_89,1282,Via Principal
D_28,K_90,623,Via Principal
C_50,K_91,1039,Via Principal
G_79,K_92,519,Via Principal
I_27,K_93,909,Via Principal
E_47,K_94,838,Via Principal
I_33,K_95,1000,Via Principal
A_3,K_96,757,Via Principal
J_16,K_97,1015,Via Principal
G_48,K_98,496,Via Principal
I_4,K_99,1182,Via Principal
C_89,K_100,414,Via Principal
G_57,L_1,1092,Via Principal
G_32,L_2,696,Via Principal
E_22,L_3,939,Via Principal
D_60,L_4,648,Via Principal
F_25,L_5,257,Via Principal
D_4,L_6,1468,Via Principal
G_94,L_7,748,Via Principal
F_79,L_8,962,Via Principal
G_82,L_9,915,Via Principal
J_54,L_10,987,Via Principal
G_48,L_11,485,Via Principal
J_27,L_12,910,Via Principal
A_1,L_13,374,Via Principal
D_58,L_14,800,Via Principal
B_71,L_15,503,Via Principal
I_14,L_16,181,Via Principal
B_65,L_17,1180,Via Principal
C_77,L_18,543,Via Principal
J_32,L_19,555,Via Principal
C_65,L_20,1453,Via Principal
E_25,L_21,839,Via Principal
G_41,L_22,238,Via Principal
E_81,L_23,1728,Via Principal
A_25,L_24,1168,Via Principal
C_5,L_25,1156,Via Principal
K_24,L_26,915,Via Principal
B_59,L_27,1045,Via Principal
K_54,L_28,841,Via Principal
B_63,L_29,1195,Via Principal
A_77,L_30,1212,Via Principal
F_83,L_31,761,Via Principal
J_79,L_32,827,Via Principal
A_51,L_33,744,Via Principal
E_32,L_34,1121,Via Principal
B_93,L_35,382,Via Principal
A_89,L_36,1147,Via Principal
E_74,L_37,206,Via Principal
G_41,L_38,521,Via Principal
F_99,L_39,747,Via Principal
B_95,L_40,1563,Via Principal
F_67,L_41,1131,Via Principal
J_80,L_42,439,Via Principal
L_38,L_43,829,Via Principal
J_96,L_44,1083,Via Principal
J_74,L_45,892,Via Principal
E_54,L_46,1119,Via Principal
C_53,L_47,742,Via Principal
D_8,L_48,272,Via Principal
C_67,L_49,1195,Via Principal
J_96,L_50,1505,Via Principal
L_33,L_51,1080,Via Principal
D_8,L_52,883,Via Principal
A_66,L_53,1504,Via Principal
H_10,L_54,1009,Via Principal
G_77,L_55,260,Via Principal
B_82,L_56,850,Via Principal
B_73,L_57,422,Via Principal
H_9,L_58,760,Via Principal
G_44,L_59,357,Via Principal
D_36,L_60,724,Via Principal
C_41,L_61,1141,Via Principal
B_49,L_62,385,Via Principal
C_75,L_63,106,Via Principal
J_34,L_64,766,Via Principal
K_57,L_65,632,Via Principal
H_59,L_66,1318,Via Principal
G_71,L_67,921,Via Principal
E_22,L_68,626,Via Principal
E_72,L_69,1141,Via Principal
G_37,L_70,1138,Via Principal
K_40,L_71,459,Via Principal
I_6,L_72,487,Via Principal
L_44,L_73,922,Via Principal
A_2,L_74,328,Via Principal
D_53,L_75,1218,Via Principal
H_60,L_76,254,Via Principal
J_87,L_77,915,Via Principal
A_42,L_78,366,Via Principal
H_75,L_79,797,Via Principal
A_93,L_80,875,Via Principal
B_40,L_81,111,Via Principal
B_60,L_82,999,Via Principal
F_90,L_83,588,Via Principal
D_36,L_84,489,Via Principal
C_100,L_85,1040,Via Principal
F_58,L_86,1142,Via Principal
L_57,L_87,595,Via Principal
C_57,L_88,468,Via Principal
H_33,L_89,646,Via Principal
G_10,L_90,474,Via Principal
A_19,L_91,726,Via Principal
H_4,L_92,687,Via Principal
A_70,L_93,661,Via Principal
B_10,L_94,887,Via Principal
L_39,L_95,541,Via Principal
A_13,L_96,1079,Via Principal
F_40,L_97,631,Via Principal
D_65,L_98,969,Via Principal
L_70,L_99,1157,Via Principal
H_99,L_100,218,Via Principal
E_94,M_1,914,Via Principal
D_28,M_2,615,Via Principal
J_99,M_3,943,Via Principal
K_16,M_4,339,Via Principal
E_61,M_5,337,Via Principal
J_79,M_6,828,Via Principal
K_83,M_7,1207,Via Principal
G_32,M_8,1010,Via Principal
K_57,M_9,784,Via Principal
C_5,M_10,244,Via Principal
J_68,M_11,1163,Via Principal
I_22,M_12,321,Via Principal
K_3,M_13,857,Via Principal
H_9,M_14,539,Via Principal
J_68,M_15,306,Via Principal
A_9,M_16,358,Via Principal
C_23,M_17,668,Via Principal
G_52,M_18,397,Via Principal
H_66,M_19,294,Via Principal
E_5,M_20,1095,Via Principal
D_67,M_21,635,Via Principal
K_22,M_22,1101,Via Principal
J_40,M_23,1072,Via Principal
D_87,M_24,496,Via Principal
E_49,M_25,900,Via Principal
K_38,M_26,576,Via Principal
J_19,M_27,613,Via Principal
F_89,M_28,1173,Via Principal
A_86,M_29,1116,Via Principal
E_82,M_30,600,Via Principal
L_32,M_31,1152,Via Principal
B_11,M_32,608,Via Principal
C_24,M_33,332,Via Principal
K_19,M_34,328,Via Principal
A_8,M_35,610,Via Principal
J_51,M_36,99,Via Principal
H_4,M_37,444,Via Principal
K_31,M_38,647,Via Principal
B_35,M_39,1027,Via Principal
E_12,M_40,756,Via Principal
D_59,M_41,355,Via Principal
D_34,M_42,307,Via Principal
J_9,M_43,227,Via Principal
E_18,M_44,798,Via Principal
G_88,M_45,886,Via Principal
B_3,M_46,1487,Via Principal
E_9,M_47,329,Via Principal
F_94,M_48,139,Via Principal
B_83,M_49,653,Via Principal
M_47,M_50,747,Via Principal
K_32,M_51,829,Via Principal
H_36,M_52,515,Via Principal
F_84,M_53,1451,Via Principal
J_12,M_54,368,Via Principal
M_31,M_55,50,Via Principal
G_13,M_56,386,Via Principal
D_82,M_57,721,Via Principal
I_38,M_58,413,Via Principal
I_70,M_59,1058,Via Principal
A_78,M_60,349,Via Principal
F_7,M_61,493,Via Principal
C_34,M_62,908,Via Principal
D_60,M_63,164,Via Principal
E_98,M_64,715,Via Principal
K_95,M_65,707,Via Principal
G_43,M_66,596,Via Principal
B_60,M_67,851,Via Principal
A_81,M_68,652,Via Principal
H_97,M_69,363,Via Principal
A_68,M_70,742,Via Principal
J_98,M_71,839,Via Principal
I_57,M_72,199,Via Principal
G_27,M_73,605,Via Principal
C_64,M_74,638,Via Principal
K_33,M_75,736,Via Principal
E_45,M_76,134,Via Principal
F_6,M_77,479,Via Principal
L_59,M_78,290,Via Principal
A_1,M_79,809,Via Principal
D_15,M_80,806,Via Principal
A_17,M_81,583,Via Principal
J_16,M_82,1050,Via Principal
L_83,M_83,849,Via Principal
G_65,M_84,883,Via Principal
G_28,M_85,672,Via Principal
E_94,M_86,710,Via Principal
L_64,M_87,153,Via Principal
L_86,M_88,1060,Via Principal
K_12,M_89,790,Via Principal
C_43,M_90,1161,Via Principal
M_6,M_91,357,Via Principal
L_79,M_92,488,Via Principal
G_42,M_93,1510,Via Principal
I_94,M_94,1353,Via Principal
C_94,M_95,1589,Via Principal
K_83,M_96,864,Via Principal
E_51,M_97,1262,Via Principal
B_51,M_98,1388,Via Principal
J_25,M_99,586,Via Principal
L_50,M_100,909,Via Principal
B_14,N_1,896,Via Principal
D_52,N_2,534,Via Principal
A_25,N_3,724,Via Principal
G_97,N_4,211,Via Principal
C_72,N_5,861,Via Principal
L_32,N_6,746,Via Principal
K_62,N_7,697,Via Principal
D_17,N_8,392,Via Principal
A_59,N_9,993,Via Principal
F_73,N_10,1147,Via Principal
B_52,N_11,1383,Via Principal
E_21,N_12,668,Via Principal
H_5,N_13,861,Via Principal
L_63,N_14,280,Via Principal
G_58,N_15,1321,Via Principal
D_78,N_16,1047,Via Principal
M_98,N_17,633,Via Principal
A_89,N_18,521,Via Principal
J_29,N_19,750,Via Principal
E_76,N_20,1167,Via Principal
F_94,N_21,833,Via Principal
D_42,N_22,777,Via Principal
L_94,N_23,1062,Via Principal
I_39,N_24,905,Via Principal
I_71,N_25,1217,Via Principal
D_14,N_26,345,Via Principal
H_26,N_27,623,Via Principal
B_5,N_28,1457,Via Principal
E_50,N_29,878,Via Principal
I_72,N_30,1062,Via Principal
B_71,N_31,370,Via Principal
A_31,N_32,174,Via Principal
H_7,N_33,861,Via Principal
C_84,N_34,500,Via Principal
D_4,N_35,1386,Via Principal
C_14,N_36,1185,Via Principal
E_54,N_37,919,Via Principal
A_76,N_38,943,Via Principal
H_1,N_39,1096,Via Principal
L_91,N_40,322,Via Principal
M_2,N_41,269,Via Principal
E_60,N_42,287,Via Principal
I_44,N_43,1204,Via Principal
A_69,N_44,1008,Via Principal
F_36,N_45,757,Via Principal
H_73,N_46,577,Via Principal
N_45,N_47,829,Via Principal
D_90,N_48,1043,Via Principal
C_67,N_49,1233,Via Principal
H_54,N_50,817,Via Principal
J_2,N_51,1150,Via Principal
H_83,N_52,587,Via Principal
G_59,N_53,599,Via Principal
J_40,N_54,1063,Via Principal
B_67,N_55,171,Via Principal
F_100,N_56,519,Via Principal
L_60,N_57,482,Via Principal
B_64,N_58,295,Via Principal
I_60,N_59,483,Via Principal
F_62,N_60,806,Via Principal
L_17,N_61,759,Via Principal
K_61,N_62,82,Via Principal
B_56,N_63,1010,Via Principal
J_81,N_64,1258,Via Principal
E_27,N_65,499,Via Principal
A_98,N_66,490,Via Principal
M_21,N_67,865,Via Principal
G_64,N_68,254,Via Principal
D_93,N_69,456,Via Principal
I_34,N_70,599,Via Principal
L_40,N_71,789,Via Principal
K_46,N_72,1003,Via Principal
H_22,N_73,1457,Via Principal
C_46,N_74,649,Via Principal
F_88,N_75,1095,Via Principal
I_76,N_76,890,Via Principal
K_31,N_77,500,Via Principal
G_76,N_78,522,Via Principal
G_80,N_79,1001,Via Principal
C_56,N_80,207,Via Principal
M_20,N_81,1044,Via Principal
B_63,N_82,418,Via Principal
K_11,N_83,1031,Via Principal
F_18,N_84,758,Via Principal
J_42,N_85,618,Via Principal
L_1,N_86,604,Via Principal
J_16,N_87,947,Via Principal
G_36,N_88,676,Via Principal
L_76,N_89,675,Via Principal
E_10,N_90,205,Via Principal
I_62,N_91,176,Via Principal
H_10,N_92,852,Via Principal
J_48,N_93,506,Via Principal
M_80,N_94,948,Via Principal
L_50,N_95,265,Via Principal
E_29,N_96,1398,Via Principal
J_94,N_97,894,Via Principal
C_98,N_98,737,Via Principal
F_37,N_99,778,Via Principal
E_8,N_100,468,Via Principal
L_78,O_1,770,Via Principal
J_10,O_2,771,Via Principal
J_94,O_3,281,Via Principal
D_100,O_4,1149,Via Principal
N_74,O_5,886,Via Principal
A_22,O_6,723,Via Principal
H_10,O_7,949,Via Principal
J_12,O_8,503,Via Principal
E_44,O_9,156,Via Principal
B_53,O_10,348,Via Principal
L_61,O_11,506,Via Principal
A_68,O_12,1037,Via Principal
G_98,O_13,225,Via Principal
F_50,O_14,1103,Via Principal
B_76,O_15,1036,Via Principal
L_61,O_16,927,Via Principal
E_46,O_17,1031,Via Principal
K_74,O_18,701,Via Principal
K_85,O_19,592,Via Principal
H_20,O_20,867,Via Principal
L_41,O_21,895,Via Principal
M_82,O_22,367,Via Principal
C_98,O_23,541,Via Principal
A_90,O_24,1257,Via Principal
E_77,O_25,789,Via Principal
B_42,O_26,1094,Via Principal
B_99,O_27,381,Via Principal
J_17,O_28,931,Via Principal
J_59,O_29,530,Via Principal
J_47,O_30,1163,Via Principal
M_39,O_31,602,Via Principal
I_92,O_32,891,Via Principal
N_74,O_33,366,Via Principal
I_84,O_34,1563,Via Principal
G_40,O_35,815,Via Principal
K_63,O_36,220,Via Principal
H_98,O_37,941,Via Principal
O_16,O_38,1008,Via Principal
G_88,O_39,421,Via Principal
F_63,O_40,899,Via Principal
A_80,O_41,775,Via Principal
A_36,O_42,389,Via Principal
K_46,O_43,451,Via Principal
E_53,O_44,923,Via Principal
G_72,O_45,582,Via Principal
K_16,O_46,734,Via Principal
E_33,O_47,565,Via Principal
O_35,O_48,286,Via Principal
A_31,O_49,490,Via Principal
A_19,O_50,322,Via Principal
G_47,O_51,643,Via Principal
H_64,O_52,784,Via Principal
M_22,O_53,1135,Via Principal
A_41,O_54,507,Via Principal
D_71,O_55,721,Via Principal
G_84,O_56,996,Via Principal
K_71,O_57,715,Via Principal
L_19,O_58,334,Via Principal
A_34,O_59,927,Via Principal
A_22,O_60,350,Via Principal
F_67,O_61,976,Via Principal
N_40,O_62,506,Via Principal
M_89,O_63,223,Via Principal
K_18,O_64,624,Via Principal
A_2,O_65,1131,Via Principal
K_75,O_66,709,Via Principal
B_68,O_67,194,Via Principal
E_38,O_68,335,Via Principal
A_31,O_69,792,Via Principal
L_7,O_70,29,Via Principal
G_17,O_71,514,Via Principal
C_46,O_72,956,Via Principal
E_63,O_73,1181,Via Principal
H_21,O_74,779,Via Principal
B_14,O_75,300,Via Principal
E_90,O_76,581,Via Principal
N_28,O_77,1091,Via Principal
I_4,O_78,1136,Via Principal
K_23,O_79,802,Via Principal
M_37,O_80,589,Via Principal
L_93,O_81,1330,Via Principal
D_24,O_82,433,Via Principal
N_53,O_83,796,Via Principal
H_94,O_84,706,Via Principal
D_85,O_85,349,Via Principal
D_32,O_86,548,Via Principal
H_40,O_87,359,Via Principal
C_56,O_88,1080,Via Principal
E_22,O_89,841,Via Principal
C_86,O_90,724,Via Principal
O_28,O_91,768,Via Principal
I_35,O_92,667,Via Principal
L_52,O_93,512,Via Principal
K_65,O_94,727,Via Principal
I_29,O_95,1175,Via Principal
B_70,O_96,629,Via Principal
K_100,O_97,1046,Via Principal
O_51,O_98,1045,Via Principal
G_32,O_99,746,Via Principal
G_2,O_100,1108,Via Principal
L_49,P_1,1231,Via Principal
L_61,P_2,783,Via Principal
D_1,P_3,997,Via Principal
K_74,P_4,1041,Via Principal
E_86,P_5,1291,Via Principal
D_79,P_6,537,Via Principal
K_44,P_7,864,Via Principal
I_24,P_8,449,Via Principal
K_98,P_9,864,Via Principal
O_40,P_10,493,Via Principal
K_82,P_11,964,Via Principal
D_99,P_12,899,Via Principal
G_84,P_13,738,Via Principal
A_8,P_14,689,Via Principal
L_42,P_15,439,Via Principal
I_43,P_16,941,Via Principal
A_52,P_17,722,Via Principal
C_67,P_18,421,Via Principal
J_11,P_19,651,Via Principal
I_68,P_20,680,Via Principal
E_22,P_21,1470,Via Principal
H_53,P_22,838,Via Principal
K_69,P_23,829,Via Principal
M_35,P_24,702,Via Principal
G_8,P_25,961,Via Principal
C_6,P_26,906,Via Principal
J_86,P_27,980,Via Principal
A_71,P_28,503,Via Principal
L_16,P_29,446,Via Principal
G_51,P_30,1357,Via Principal
E_26,P_31,355,Via Principal
M_25,P_32,1026,Via Principal
H_75,P_33,553,Via Principal
G_73,P_34,1073,Via Principal
C_90,P_35,552,Via Principal
G_39,P_36,345,Via Principal
C_71,P_37,274,Via Principal
O_89,P_38,870,Via Principal
N_100,P_39,565,Via Principal
F_81,P_40,529,Via Principal
H_34,P_41,1262,Via Principal
G_8,P_42,173,Via Principal
E_32,P_43,1594,Via Principal
O_47,P_44,678,Via Principal
E_76,P_45,1307,Via Principal
K_16,P_46,704,Via Principal
N_99,P_47,534,Via Principal
D_69,P_48,461,Via Principal
J_65,P_49,475,Via Principal
E_68,P_50,694,Via Principal
E_39,P_51,1065,Via Principal
H_61,P_52,839,Via Principal
L_37,P_53,93,Via Principal
M_37,P_54,1252,Via Principal
C_27,P_55,889,Via Principal
C_13,P_56,978,Via Principal
F_81,P_57,497,Via Principal
G_84,P_58,1060,Via Principal
F_19,P_59,354,Via Principal
O_98,P_60,834,Via Principal
B_50,P_61,638,Via Principal
G_76,P_62,329,Via Principal
P_61,P_63,790,Via Principal
D_68,P_64,350,Via Principal
A_42,P_65,471,Via Principal
K_22,P_66,1042,Via Principal
B_77,P_67,879,Via Principal
A_33,P_68,456,Via Principal
L_34,P_69,992,Via Principal
I_59,P_70,743,Via Principal
L_33,P_71,1377,Via Principal
D_6,P_72,769,Via Principal
K_48,P_73,400,Via Principal
H_73,P_74,233,Via Principal
K_88,P_75,639,Via Principal
G_21,P_76,458,Via Principal
E_56,P_77,611,Via Principal
C_86,P_78,818,Via Principal
C_38,P_79,1245,Via Principal
I_47,P_80,897,Via Principal
P_2,P_81,828,Via Principal
B_72,P_82,747,Via Principal
G_43,P_83,964,Via Principal
B_36,P_84,665,Via Principal
H_44,P_85,86,Via Principal
F_21,P_86,828,Via Principal
M_53,P_87,928,Via Principal
P_13,P_88,695,Via Principal
P_3,P_89,356,Via Principal
J_98,P_90,817,Via Principal
H_8,P_91,398,Via Principal
H_4,P_92,435,Via Principal
G_56,P_93,941,Via Principal
I_81,P_94,898,Via Principal
K_29,P_95,880,Via Principal
P_83,P_96,1043,Via Principal
A_85,P_97,529,Via Principal
L_51,P_98,1149,Via Principal
C_16,P_99,637,Via Principal
B_56,P_100,166,Via Principal
A_40,Q_1,378,Via Principal
I_43,Q_2,1569,Via Principal
N_94,Q_3,843,Via Principal
E_7,Q_4,549,Via Principal
O_99,Q_5,386,Via Principal
P_47,Q_6,265,Via Principal
K_27,Q_7,1119,Via Principal
P_33,Q_8,387,Via Principal
M_46,Q_9,1128,Via Principal
M_93,Q_10,594,Via Principal
G_38,Q_11,1276,Via Principal
E_4,Q_12,1216,Via Principal
N_61,Q_13,516,Via Principal
N_83,Q_14,347,Via Principal
D_34,Q_15,309,Via Principal
O_53,Q_16,475,Via Principal
F_65,Q_17,1003,Via Principal
A_26,Q_18,431,Via Principal
Q_5,Q_19,495,Via Principal
B_84,Q_20,478,Via Principal
P_42,Q_21,694,Via Principal
H_43,Q_22,633,Via Principal
F_7,Q_23,730,Via Principal
E_32,Q_24,293,Via Principal
K_69,Q_25,443,Via Principal
J_85,Q_26,765,Via Principal
K_23,Q_27,380,Via Principal
G_66,Q_28,535,Via Principal
F_79,Q_29,890,Via Principal
M_26,Q_30,468,Via Principal
G_6,Q_31,334,Via Principal
N_9,Q_32,711,Via Principal
N_28,Q_33,913,Via Principal
F_42,Q_34,430,Via Principal
E_68,Q_35,223,Via Principal
B_78,Q_36,410,Via Principal
L_68,Q_37,968,Via Principal
P_75,Q_38,662,Via Principal
E_61,Q_39,805,Via Principal
H_20,Q_40,1142,Via Principal
A_66,Q_41,906,Via Principal
K_70,Q_42,487,Via Principal
L_93,Q_43,343,Via Principal
I_4,Q_44,1233,Via Principal
I_18,Q_45,699,Via Principal
O_7,Q_46,1272,Via Principal
F_43,Q_47,470,Via Principal
B_33,Q_48,970,Via Principal
P_79,Q_49,697,Via Principal
F_83,Q_50,892,Via Principal
L_34,Q_51,1046,Via Principal
I_43,Q_52,875,Via Principal
L_85,Q_53,1122,Via Principal
J_55,Q_54,1380,Via Principal
E_48,Q_55,489,Via Principal
B_81,Q_56,130,Via Principal
J_43,Q_57,947,Via Principal
L_79,Q_58,1120,Via Principal
E_52,Q_59,884,Via Principal
M_89,Q_60,386,Via Principal
K_36,Q_61,604,Via Principal
E_99,Q_62,1164,Via Principal
D_68,Q_63,607,Via Principal
N_53,Q_64,493,Via Principal
C_87,Q_65,1062,Via Principal
B_84,Q_66,731,Via Principal
J_18,Q_67,824,Via Principal
P_43,Q_68,173,Via Principal
E_73,Q_69,797,Via Principal
E_39,Q_70,608,Via Principal
I_19,Q_71,695,Via Principal
J_48,Q_72,1502,Via Principal
G_61,Q_73,1174,Via Principal
J_39,Q_74,492,Via Principal
G_48,Q_75,1439,Via Principal
B_17,Q_76,760,Via Principal
K_61,Q_77,489,Via Principal
L_8,Q_78,1160,Via Principal
G_62,Q_79,522,Via Principal
O_65,Q_80,1821,Via Principal
G_21,Q_81,204,Via Principal
G_66,Q_82,958,Via Principal
N_86,Q_83,601,Via Principal
H_91,Q_84,492,Via Principal
M_79,Q_85,900,Via Principal
I_72,Q_86,550,Via Principal
H_38,Q_87,672,Via Principal
N_91,Q_88,922,Via Principal
Q_38,Q_89,612,Via Principal
K_89,Q_90,1034,Via Principal
N_3,Q_91,412,Via Principal
A_100,Q_92,690,Via Principal
J_15,Q_93,888,Via Principal
C_44,Q_94,429,Via Principal
C_63,Q_95,308,Via Principal
O_24,Q_96,1520,Via Principal
A_32,Q_97,1331,Via Principal
L_61,Q_98,1015,Via Principal
O_83,Q_99,829,Via Principal
D_86,Q_100,988,Via Principal
C_24,R_1,530,Via Principal
M_71,R_2,661,Via Principal
O_57,R_3,600,Via Principal
O_82,R_4,112,Via Principal
I_92,R_5,597,Via Principal
D_99,R_6,953,Via Principal
P_54,R_7,764,Via Principal
O_40,R_8,730,Via Principal
K_79,R_9,293,Via Principal
P_19,R_10,524,Via Principal
A_82,R_11,1104,Via Principal
H_59,R_12,932,Via Principal
M_61,R_13,306,Via Principal
Q_81,R_14,271,Via Principal
N_71,R_15,536,Via Principal
F_23,R_16,1013,Via Principal
H_14,R_17,534,Via Principal
